sentence,label
The Emperor 's Club is one of those fil,m
In the end, 
A straight-ahead thriller that never rises above su,p
Glizty but fo,r
"The re - enactments , however fascinating they may be as history , are too crude to serve the work especially well", 
Is anyone else out ther,e
"Once again , director Chri",s
S,e
"Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its tar",g
A well-made but emotionally scattered film whose hero gives his heart only ,t
The most repugnant adaptation of a classic text since Roland Joffé and Demi Moore 's The Sc,a
The isolated moments of creative insanity, 
"As a movie , it never seems fresh and v",i
It never plays as dramati,c
It labours as storyt,e
The ,a
A re,a
Lawrence should stick to his, 
He 's a better acto,r
Despite the fact that this film was ,n
A well made indie,f
"I never thought I 'd say this , but I 'd much", 
"A film neither bitter nor sweet , neither romantic ",n
Tires,o
We never truly come to care about the main characters and whether or not, 
"The plot grows thin soon , and you find yourself praying for a qu",i
Too bad Maggio could ,n
Much of the cast is stiff or just, 
Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other ,d
"At best , Cletis Tout might i",n
"Witless , ",p
Not reall,y
As p,l
An improvement on the feeble examples of big-screen Poke-mania that have, 
"I know we 're not supposed to take it seriously , but I ca n't shake the thought that Undercover Brother missed an opportunity to strongly present some profo",u
Your stomach for Heaven depends largely on yo,u
A pictur,e
Whatever satire Lucky Break was aiming, 
It 's petty thievery like this that puts flimsy ,f
The package in which ,t
Guys say mean things and shoot a lot of bul,l
Some of the characters die and others d,o
Wildly incompetent but brilliantly named Half Past Dead -- or for ,s
Just another combinatio,n
All the movie 's narrative gymnastics ca n't dis,g
"Much like its easily dismissive take on the upscale lifestyle , there is n't much there h",e
The film ultimately offers nothing more than people in an urban jungle needing other people to surv,i
"For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs",.
This mil,d
A bit to,o
You 'd be hard put ,t
Kapur 's contradictory feelings about his mat,e
`` the road paved with good inte,n
Animated drivel meant to enhance t,h
One scene after another in this supposedly funn,y
` The Château is never quite able to overcome the cultural moat surrounding its ludicrous and contriv,e
Meyjes focuses too much on Max when he should be filling the screen, 
"Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the v",i
"Crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why m",e
There is one surefire way t,o
"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling ",'
An inc,r
The only thing I laughed at were the peopl,e
"All of the elements are in place for a great film noir , but director George Hickenlooper 's appr",o
The hackneyed story about an affluent damsel in, 
the phone rings an,d
"Then you get another phone call warning you that if the video is n't back at Blockbuster before midnight , you 're going to face frig",h
"O.K. , not r",e
Possibly, 
T,h
"... a cheap , ludicrous", 
T,h
Be,f
"From beginning to end , this overheated melodrama plays like a student ",f
The movie would seem less of a trifle if Ms. Sugarman followed through on ,h
It 's just not, 
"Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so ma",n
Imagine -LRB- if possible -RRB- a Pasolini film without passio,n
"In trying to be daring and original , it c",o
 punitive minutes of eardrum-dicin,g
"Sadly , though many of the actors throw off a spark or two when they first appear", 
Never capit,a
"After a while , Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in sma",l
"This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen", 
It 's d,r
It 's uni,n
It squanders Chan 's uniquenes,s
The movie keeps coming back to the achingly unfunny Ph,o
This tale has been told and reto,l
"A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing", 
Forget the Psycholog,y
A film that should be relegated to a dark vid,e
It 's hard to im,a
New ways of describing badness need to be invented ,t
Lots of effort and intelligence are on display but in execu,t
"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dange",r
I suspect that there are more int,e
The film itself is about something very interesting and, 
An unintentional parody of every teen movie made ,i
Only for young chi,l
Their parents would d,o
"For all its violence , the movie is remarkably dull with only Caine mak",i
"No matter how firmly director John Stainton has his tongue in his cheek , the fact remains that a", 
A sub-formulaic sl,a
"The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ev",e
"Several uninteresting , unlikeable people d",o
Why anyone who is not a character ,i
"Hill looks to be going through the motions , beginning with", 
Howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a Buñuel retrospective ,.
The b,e
It 's not a bad premis,e
An already thin story boils down to surviving invaders, 
If only there, 
"By the time the surprise ending is revealed , interest can not be ",r
"The heedless impetuousness of youth is on full , irritating display in -LRB- this -RRB- meandering and pointless French coming-of-age import from writer-direc",t
A peculiar misfire that even, 
"Watching Queen of the Damned is like reading a research paper , with special e",f
I ca n't remembe,r
Too much, 
I felt trapped and with no obvious esc,a
When Mr. Hundert tells us in his narration that ` this is a ,s
Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature, 
"It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badne",s
Each scen,e
A soulless jumble of ineptly assembled cliches and pabulum that plays like ,a
"Borstal Boy represents the worst kind of filmmaking , the kind that", 
The film 's lack of personality permeates all its aspects -- from, 
works on the whodunit level as its larger themes get lost in the murk of its ow,n
Crush ,c
"4Ever has the same sledgehammer appeal as Pokemon videos , but it breathes more on the ",b
"Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be like",d
"Trailer park Magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too ",d
Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting thr,o
... its st,u
Sayle,s
"The Piano Teacher , like its title characte",r
I have to admit I walked out of R,u
I did, 
The filmmakers lack the nerve ... to fully exploit the script 's po,t
"The film was n't preachy , but it was feminism by th",e
"... the same tired old gags , modernized for the extreme ",s
There 's already been too m,a
Several of Steven Soderbergh 's earlier, 
"Sadly , Ful",l
Clockstoppers is one of, 
"Although bright ,", 
"` The War of the Roses , ' trailer-tras",h
Entertaining but like shooting fish i,n
"Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nea",r
White has n't developed characters so much ,a
"When you resurrect a dead man , Hard Copy should come a-knocking , n",o
Ca,t
The, 
This overproduced piece of dreck is shockingly bad and absolutely unne,c
Hmmm ... might I suggest that the wayward wooden one end it all by stuffing himself into an, 
The makers of Mothman Prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be, 
Mr. Deeds is not, 
How this one escaped the Lifetime network I 'll never kn,o
Could n't someone take Rob Schneider and have him ,s
One of, 
"For all its brilliant touches , Dragon loses its fire midway , nearl",y
I have to admit that I am ba,f
A mean-spi,r
Instead of a witty expose on ,t
This is a film livin,g
The umpteenth sum,m
"National Lampoon 's Van Wilder may aim to be the next Animal House , but", 
The film thrusts the inchoat,e
"Dogtown is hollow , self-indulgent , and - worst ",o
A movie so bad that it ,q
More of a career c,u
"It 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming", 
Cox is far more concerned with aggrandizing ma,d
To be influenced chiefly by humanity 's ,g
-- is a crime that should be punishab,l
As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the mea,n
The filmmakers might wa,n
A frustrating ` tweener, 
"What 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exa",c
Drow,n
An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appea,l
"Frankly , ",i
I had more fun with Ben Stiller, 
But there 's plenty to of,f
Love Liza is a festival film that would have been b,e
There are things to l,i
... tackling a low-budget movie in which inexperienced children play the tw,o
"Quite frankly , I ca n't see why any actor of talent would ever", 
My precious new Star Wars movie is a lumber,i
The innocence of holiday cheer ai n't what it, 
Too campy to work ,a
Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extr,e
Shou,l
"It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qual",i
"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on ",t
Consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director ,i
"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I '",m
Sheridan had a wonderful acco,u
Heavy with flabby rolls of typical Toback machi,n
It ,i
Snow Dogs finds its humour in a black man getting humiliated by a, 
Whole stretches of the film may be incomprehensible to moviegoers not already clad in b,a
"Reggio and Glass so rhapsodize cynicism , with repetition an",d
Ends, 
The film makes strong argume,n
Charl,i
Courtney CHASES Stuart wi,t
The so,u
If The Tuxedo actu,a
Parents beware ; this is downright mov,i
"... a complete shambles of a movie so sloppy , so uneven , so dam",n
"Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seaga",l
A pathetically inane and unimaginative cross betw,e
"Impeccably filmed , sexually charged , but ultima",t
Feels at times like a giant commercial ,f
"While the mystery unravels , the characters", 
"Britney Spears ' phoniness is nothing compared to the movie 's contrived , lame s",c
Every ,s
Consider this review life-aff,i
If the movie were, 
"But it has an ambition to say something about its subjects , but not a wil",l
The mo,v
"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has f",a
Big ,t
"This heist flick about young Brooklyn hoods is off the shelf after two years to capitalize on the popularity of Vin Diesel , Seth Green and Barry Pep",p
It s,h
The film has a childlike, 
But the feelings evoked in the film are lukewarm and quick to, 
"The most opaque , self-indulgent and just plain goofy an excuse fo",r
It 's no,t
"Big Fat Liar is little more than Home Alone raised to a new , sel",f
"The movie is gorgeously made , bu",t
The only time  Crazy Nights comes close to hitting a comedic or satirical target is during the offbeat music,a
"Loses its sense of humor in a vat of failed jokes , twitchy acting , and general bo",o
There 's a delightfully quirky movie to ,b
The st,o
Chamber of Secret,s
But if the essence of magic is its make,-
Too clever by abo,u
"Has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting", 
Bears about as much resemblance to the experiences of most battered women as Spider-Man does to the experienc,e
Toward the end Sum of All Fears morphs into a mundane '70s di,s
Director Ca,r
Mendes still does n't quite kn,o
"Like the Hanks character , he 's a slow study : The action is stilted and the tabloid energy embalmed", 
This thing is just ga,r
As cri,m
There must be an audience that enjoys ,t
A bold -LRB- and lovely -RRB- experiment that wi,l
"An uplifting ,", 
"An empty exercise , a florid but ultimately vapid crime m",e
If you are curious to see the darker side of wh,a
My own minority report is that it stink,s
Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -,-
The script i,s
"... if you , like me , think an action film", 
"While Solondz tries and tries hard , Storytelling fails to provide much more insight than the inside column of a to",r
"With very little to add beyond the dark visions already relayed by superb recent predecessors like Swimming With Sharks and The Player , this latest skewerin",g
"-LRB- Davis -RRB- wants to cause his audience an epiphany , yet he refuses to giv",e
"Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful th",i
"... unlike -LRB- Scorsese 's Mean Streets -RRB- , Ash Wednesday is essentially devoid of interesting characters or even a hal",f
"Being unique does n't necessarily equate to being good , no matter how admirably the filmmake",r
A ,f
"waydowntown may not be an important movie , or even a good one , but it provides a ",n
"Yes , I suppose it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no rea",s
"Shadyac , who belongs with the damned for perpetrating Patch Adams , trots out every ghost trick from The Sixth Sense to The Mothman Pr",o
The photographer 's show,-
It is ,n
I 'd be hard ,p
Nothing more than an amiable but unfo,c
meander,s
"What remains is a variant of the nincompoop Benigni persona , here a more an",n
A backhanded ode to female camaraderie penned by a man who has little clue about ei,t
"Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable ",.
... delivers few moments of inspiration amid the bland animation and simplistic s,t
Take away, 
"It 's got the brawn , b",u
Mindless and boring martial arts and gunplay with too little excitement and zero co,m
A lot of talent is wa,s
To show these characters in the act and give them no feelings of remorse -- and to cut repeatedly to the flashback, 
-LRB- T -RRB- oo many of th,e
About one in three gags in White 's intermittently wise scri,p
Little is done to ,s
"Reno does what he can in a thankless situation , the ",f
"If Jews were Catholics ,", 
One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch, 
The big ending surprise, 
It 's too bad that the rest is n't more c,o
"Charming , if overly compl",i
Schneider 's mugging is relentless and hi,s
"All very stylish and beautifully photographed , but far more trouble ",t
It 's probably not easy to make such a worthl,e
Hope keeps arising that the movie ,w
"Has no reason to exist , other than to employ Hollywood kids and people who owe", 
Fo,r
Constantly slips from the grasp of it,s
Smothered by its ,o
` Ch,r
Might be one of those vanity projects in which a renowned filmmaker attempts to show off hi,s
After you laugh once -LRB- maybe twice -RR,b
Not one moment in the enterprise did n't make me want, 
"In the era of The Sopranos , it f",e
"The overall vibe is druggy and self-indulgent , like a spr",i
Breen 's script is sketchy wit,h
"There 's no question that Epps scores once or twice , but it 's tel",l
If ,o
"At the one-hour mark , Herzog simply runs ",o
... ,t
"A simpler , leaner treatment would have been preferab",l
"The characters are based on stock clichés , and the attempt to complicate the story only", 
Everything about it from the bland songs to, 
Not the Great Americ,a
A domestic melodrama with weak, 
Mr. Goy,e
The movie is so thoughtlessly a,s
"Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy", 
plays like some, 
The e,n
For all the charm of Kevin Kline and a story that p,u
I was feeling this movie until it veer,e
Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't ,t
"Ignoring that , he made Swimfan any",w
Naipaul, 
T,h
"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels d",u
If you 're a Crocodile Hu,n
"If you 're looking for a story , d",o
F,u
"By that measure , it ",i
A baffling mixed plat,t
An affable but undernourished romantic com,e
Sometimes this ,m
Like a ,p
"The film is explosive , but a few of those sti",c
Has its charming quirks and its d,u
"An admitted egomaniac , Evans is no Hollywood villain , and yet this grating showcase almost ma",k
"The audience when I saw this one was chuckling at all the wrong times , and that 's", 
E,v
You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private, 
Less, 
Rice never clearly defines his chara,c
It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially i,n
"A slight and obvious effort , even for one whose target demographic is likely still in the sin",g
Sex With Strangers will shock many with its unblinking f,r
But what is missing from it all is a ,m
W,h
Why did they deem, 
You see ,r
Yo,u
Downright transparent is the script ',s
The movie slides downhill as soon a,s
Formulaic to the 51st, 
Draggi,n
Howard and his co-stars all give, 
A respectable but uninspired thriller that 's intelligent and considered in its details, 
"Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by p",r
The movie just has to,o
"Comes off more like a misdemeanor , a flat , unconvinci",n
Offers absolutely nothing I had n't alre,a
"`` Analyze That '' is one of those crass , contrived sequels that", 
"You might say Tykwer has done all that Heaven allows , if you wanted to make as anti-K",i
Suffice to ,s
"Complex , sinuously plotted and , somehow , off-p",u
"First-time writer-director Dylan Kidd also has a good ear for dialogue , and the cha",r
"... an airless , prepackaged Julia Roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if Lopez", 
"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed ",t
Could as easily have been called ` Under Siege  : In Alcatraz ' ... a cinematic corpse that nev,e
In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amount,s
Lame Sweet Home ,l
"Slow , dry , poorly", 
The, 
Will give many ministers and Bible,-
But mainstream audience,s
"In its chicken heart , Crush ",g
This long and relentlessl,y
The, 
The movie is a lumbering load of hokum but ... it 's at least ,w
It 's a boom-box of a movie that might have been titled ` The Loud and the Ludicrous ' ... the pandering to a moviegoing audience dominated by young ma,l
An unbelievably stup,i
The first Fatal Attraction was vil,e
Do we really need the Tiger Beat ver,s
"This Bond film goes off the beaten path , not necessarily for the bet",t
The p,r
"When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fa",i
It would work much better as a one-hour TV document,a
The elements were all there but lack of a pyschological center knocks it ,f
Anemic chronicle of m,o
Simply does n't have sufficient heft to justify its two,-
An unsuccessful, 
"Queen of the Damned as you might have guessed , makes sorr",y
"This toothless Dog , already on cable , loses all bite on ",t
It ma,d
"Oh , and Booty C",a
"Not only is it hokey , manipulative and as bland as Wonder Bread dipped in milk , but it also does the absolute last thing we need Hollywood doing to us : It", 
"It 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and cohe",r
Serving Sara should be served an eviction notice at every t,h
Directo,r
"A loud , low-budget and tired formula film that arrives cloaked in the euphe",m
"The movie has a script -LRB- by Paul Pender -RRB- made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositio",n
"A pathetic exploitation film that tries to seem sincere , and ju",s
"At some point , all this visual trickery stops being clever and ",d
"Despite some charm and heart , this quirky s",o
"Meyjes 's movie , like Max Rothma",n
What 's needed so badly but what is virtually ab,s
Schneidermeister ... Makin ' a fool ,o
"An ambitious , serious film that manages to ",d
Not once does it come ,c
A Fran,k
"It plays like a big-budget , after-school special with a generous cast , who at times l",i
There 's something not entirely convincing about The Qui,e
And that holds true for both the movie and the title character, 
On,e
Needed ,a
"The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainl",y
It 's hard to believe these jokers are supposed to ,h
I 'm not exactly sure what thi,s
Cal is an unpleasantly shallow and immatu,r
So brisk is Wang 's pacing that none of the excellent ,c
"The bottom line , at least in my opinion , is Imposter makes a better short stor",y
Some element,s
It is just too bad the f,i
"Unless you 're a fanatic , the best advice is : ` Scoob",y
A cautionary tale about the folly of superficiality that is itself endlessly supe,r
For single digits kidlets Stuart Little  is ,s
If you 're looking to rekindle the magic of the f,i
Shreve 's graceful dual narrative gets, 
Contains a few big laughs but many more tha,t
Nothing more than a widget cranked out on an ,a
This is a film tailor-made for those who when they were in high, 
The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardene,d
A ,j
A sad and rote exercise in milking a p,l
"Personal Velocity ought to be exploring these women 's inner lives ,", 
We hate -LRB- Madonna -RRB- withi,n
"Sounding like Arnold Schwarzenegger , with a physique to match , -LRB- Ahola -RRB- has a wooden delivery and enco",u
"Two big things are missing -- anything approaching a visceral kick , and anything approaching ",e
A fascinating but choppy documentar,y
Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty th,e
The doofus-on - the-loose bante,r
"And as with most late-night bull sessions , eventually", 
"Too stagey , talky -- and lon",g
Appare,n
The sinister inspiration that fuelled DeVito 's early work is confused in Deat,h
Despite Auteuil 's, 
Director ,b
... little more than a well-acted television melodrama shot for the b,i
Never c,o
An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a s,o
"First , for a movie that tries to be smart , i",t
"And second , what 's with all ",t
Do n't even bother to rent this o,n
"There is something in Full Frontal , I gues",s
This is the kind of movie that ,g
"Not counting a few gross-out comedies I 've been trying to forget , this i",s
"Plays like one long , meandering sketch inspired by t",h
The film does n't have en,o
A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither ,a
An average B-movie with no, 
Bartlett 's hero re,m
Gibney and Jareck,i
"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids", 
Less worrying about covering all the drama in Frida 's life and more ,t
A film that suffers because of its many excesses, 
Too bland ,a
"In any case , I would recommend Big Bad ",l
"But even then , I 'd recommend waiting for DVD and just sk",i
Depicts the sorri,e
"Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too ",.
` CQ may one day be fon,d
The only thing ,s
... the story s,i
"Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into ",t
It just did n't mean much to me and played too, 
This action-thriller\/dark comedy is, 
MIB II is a, 
That 's because relatively nothing h,a
"No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press not",e
"Blue Crush follows the formula , but throws in too many confli",c
Boyd 's screenplay -LRB- co-written with Guardian hack Nick Davies -RRB- has a florid turn of phrase that owes more, 
There 's not a spark of ,n
Jac,k
A moving p,i
Ruh-roh ,!
Romething 's really wrong wi,t
"Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-direc",t
I 'm not sure these words have ever been together in the same sentence, 
"` God help us , but Capra and Coop",e
... an hour-and-a-half of i,n
Is ,i
A drama, 
A rom,a
A cart,o
Ze movie starts out so, 
Did the film infor,m
Y,e
Did it move me to care about, 
No,.
And that is where Ar,a
It 's a bad sign in a thriller when you instantly ,k
Has a customarily jovial air but a deficit of flim,-
Eight Legged ,f
It gets the details of its time frame right but it completely misses its, 
"Who ,", 
"Ah , yes , that would be me : fighting ",o
"A kilted Jackson is an unsettling sight , and indi",c
"Contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the edit",i
"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a b",o
The film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promi,s
The only question ... is to determine how well the schm,a
A,v
"This movie is so bad , that it '",s
A crisply made movie that is, 
"This movie feel more like a non-stop cry for attention , than an ",a
"Overall , it 's a pretty mediocre family film", 
"Love may have been in the air onscreen , but I certainly was n't", 
"In addition to the overcooked , ham-fisted direction , which has all ",t
The very definition of what critics have come to term an `` ambitiou,s
It 's as if De Palma spent an hour setting a fancy table and then served up Kraft Mac,a
The movie ends with outtakes in which most of the characters forget their l,i
Worthy o,f
"While certainly more naturalistic than its Australian counterpart , Amari 's film falls short in building the drama of Lilia 's journ",e
I found the movie as divided against itself as the dysfunctional family it portrays ,.
The soul-searching del,i
The movie does n't add a,n
As inept as big-screen r,e
Comes, 
Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are o,b
"It 's a very sincere work , but it would be better as a diary or d",o
Once one experi,e
"Oops , she 's really ",d
That chirpy songbird Britney Spears has popped up with more mindless d,r
It 's a loath,s
A chiller resolutel,y
"For those of us who respond more strongly to storytelling than computer-generated effects , the new Star Wars installment has n't escaped the rut dug by the ",l
"The director mostly plays it straight , turning Leys ' fable into a listless climb down the social ",l
`` Bad '' is the opera,t
Though Frida is easier to swallow than Julie, 
"Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully", 
The whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspen,d
"The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but Ram Dass : Fierce Grace does n't organize i",t
Billy Crystal and Robert De Niro sleepwa,l
It 's loud and boring ; watching it is like being trapped at a bad r,o
Merely -LRB- and literally -RRB- tosses around sex toys an,d
If you want a movie tim,e
Traffics in the kind of prechewed racial cli,c
"The story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed ",.
"... grows decidedly flimsier with its many out-sized , out of character and l",o
I wish Wind,t
This would have been better than the f,i
Aggressive s,e
Stay for the credits a,n
None ,o
"As social exposé , Skins has its heart in the right place , but that 's not much to ",h
The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking, 
"There 's a bit of thematic meat on the bones of Queen of the Damned , as its origins in", 
T,h
This one is ,c
Co,p
Bad, 
A series of immaculately, 
"At a time when we 've learned the hard way just how complex international terrorism is , Collateral Damage paints an absurd",l
"The impulses that produced this project ... are commendable , but the results a",r
A ,w
Like a can of 2-day ol,d
You can taste it ,","
"There 's no excuse for following up a delightful , well-crafted family film w",i
Both the crime story and the, 
But the,y
It 's both si,t
"Other than a mildly engaging central romance , Hospital is sickly entertainment at best and min",d
Jaglom offers the none-too-original prem,i
Outside of Burger 's d,e
Was I scare,d
Only at the prospect of B,e
"Let 's see , a haunted", 
"A fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only  minutes prio",r
By the time the pl,o
Since Lee ,i
True Holly,w
Wes Craven 's presence is felt ; not the Craven of ' A Nightmare on Elm Street ' or ` The Hills, 
Sunshine State surve,y
But the c,i
It 's one l,o
It ,g
Watch Barbe,r
"It 's leaden and predictable , a",n
... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alo,n
"Skip this dreck , rent Animal House and go back to the source", 
The ,m
It gives poor Dana Car,v
We, 
"In that setting , their struggle is simply", 
The Transporter ,b
Uzumaki 's interesting social parallel and defiant aesthetic seems a pros,t
"` Men in Black II creates a new threat for the MIB , but recycles the", 
"Large budget notwithstanding , the movie is such a blip on the ",y
"But this time , the old MIB label stands", 
Feels familiar and tir,e
A retread of ,m
Instead of making h,i
Criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes My Big Fat Greek Wedding l,o
A bore that tends to hammer home every on,e
A story whi,c
It 's fitting that a movie as artificial and soulless as The Co,u
Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood,-
Completely creatively stillborn and executed in a manner that I 'm not sure could be a single, 
An uneven look into a grim future that does n't come close to the level of intelligence an,d
H,o
The disjointed mess flows as na,t
"Bolstered by an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon ",.
"An authentically vague ,", 
Makes a joke out of car chases for an hour and then gives us h,a
"As the sulking , moody male hustler in the title", 
The only thing to fear about `` Fear Dot Com '' is hitting your head on the t,h
It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its a,u
` Synthetic ' is the best descript,i
It concentrates far too much on the awkward interplay and utter lack of ,c
Impostor ca n't think of a thing to do with these characters except have them run throug,h
"Judd 's characters ought to pick up the durable best seller Smart Women , Foolish Choice",s
The script has less spice than a rat burger ,a
This ill-conceived and expensive proj,e
"... there 's a choppy , surface-effect feeling to the whole enterpri",s
"Does n't get the job done , running off the limited chemistry created by Ra",l
A particularly joyless, 
It 's impossible to indulge the fanciful daydreams of Janice Beard -LRB- Eile,e
... it was n't the subject matter that ultimately defeated, 
endi,n
This is a movie where the most notable observa,t
"Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action ",.
I,t
"So earnest and well-meaning , and ",s
"Just a string of stale gags , wi",t
It 's Splash without the jokes ,.
The Château would have been benefited fro,m
"Not to mention a sharper , cleaner ca",m
"Shallow , nois",y
Morrissette has perfor,m
"Granddad of Le Nouvelle Vague , Jean-Luc Godard continues to baffle the f",a
This loud and thoroughly obnoxious comedy about a pair of squabbling working-c,l
It 's better than The Phantom Menace ,.
But unless you 're an abs,o
"Philosophically , intellectually and logis",t
"A standard police-oriented drama that , were it not for De Niro '",s
"Coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , Circuit is the awkwardly paced soap opera-ish ",s
Hollywood Ending just is n't very f,u
"Though clearly well-intentioned , this c",r
A t,e
I can easily imagine Benigni 's Pinocchio becoming a Christmas, 
Coal is n't as easy to come by as it used to be and thi,s
Two hours of junk ,.
"Ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and Joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal s",a
"Self-congratulatory , misguided , and ill-informed , if nonetheless compulsi",v
A clumsily manu,f
The wh,o
What 's missing is what we call the ` wow ', 
The, 
"... Tara Reid plays a college journalist , but she looks like the six-time winner of the Miss Hawaiian Tropic Pageant ,", 
The young stars are too cute ;, 
"Normally , Rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorab",l
I highly recomme,n
It 's been  months and  p,r
This picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a prob,a
Malone does have a gift for generating nightmarish images t,h
But the movie 's narrative hook is way too muddled to be an effectively chilling g,u
"Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , bu",t
A Blair Witch - style adventure tha,t
Diaz wears out her welcome in her mos,t
It is, 
The actors try ha,r
The pl,o
