sentence,label
Russia Warns West Against Meddling in Chechnya Foreign Minister Sergei Lavrov warned, 
Phishers Adopt Scam Tricks From Virus Writ,e
"PeopleSoft teams up with IBM In a move likely to obstruct Oracle?s hostile take-over bid, PeopleSoft last week anno",u
Hornets', 
"Makes Its Point on Small Errors, and Auditor Pays \$ Million Auditors must pay attention to what Wall Street thinks is important about a company's performa",n
Syracuse Beat,s
Bonaventure - (AP) AP - Hakim Warrick had  points and  rebounds and Josh Pac,e
Syrac,u
Bonaventure - on ,w
"Euro Disney rides to new low with a m loss EURO DISNEY, the financially crippled French theme park o",p
IBM Targets Web Hosting as Key Growth Area (Reuters) Reuters - International, 
N) widened it,s
LOUIS (Ticker) -- Jeff Kent, 
Kent continued his big September by knocking in four runs as the Astros posted an - victory ove,r
Space Diet: Space Station Crew Ordere,d
"British Theater Reaches Out to Autistic Children (Reuters) Reuters - For children with autism, theater can\r",a
Imoh Powers Hokies North Carolina misses a potential game-tying -yard field goal with about a minute le,f
Sun #;s ,n
"Threat Is an older Sun a mellower Sun? Scott McNealy, Sun Microsystems chairman and CEO, said at a press conference this week to introduce the companys Solaris  operating system that h",e
Sears Launches Online Sales Venture By ANNE D'INNOCENZIO    NEW, 
The company's venture into online sales of home, 
They're holding all the aces now NEW ,y
But you already ,k
You knew that ba,c
Snapping out of it The Milwaukee Bucks broke out of their tailspin Saturday night at th,e
Rooney up for world award Way,n
"Rooney, , is one of  players fr",o
"Newer, faster Bluetooth EDR now approved The Bluetooth SIG has finalized the Bluetooth EDR spec for three times the bandwidth, and laid ou",t
"On the horizon About  million years ago, humans began to jo",g
And the ability to run long distances sh,a
Former NBA Star Calvin ,m
Jurors found Murphy ,n
It #;s like a bad soap, 
Tons of explosives missing at Iraq site The United Nations nuclear agency warned yesterday that nearly  tons of missing explosives could be in the hands of in,s
"Red Sox lock up playoff spot The Boston Red Sox clinched their second straight trip to the playoffs, rallying past the T",a
Israel Kills  Palesti,n
"Bank Raid  NABLUS, West Bank (Reuters) - Israel killed five  Palestinian militants in a West Bank raid on Wednesday, keeping  up pressure on armed factions as Prime Ministe",r
Colts carry hot streak into ,d
"Thursday in Detroit #;s Ford Field, they #;ll share the traditional Thank",s
Singh shoots ,f
Singh is shooting for his th victory of the year and sixth in his last ,e
Study: Government data limited on offshoring New report from Congress reveals little on extent of shipping IT and other services work ,a
Virgin Mary Cheese, 
A woman says she made the sandwich te,n
"Pudge, Guillen injured in loss Playing the Minnesota Twins can be a painful proces",s
"On Saturday night, however, it literall",y
Not only did they lose ,t
Fathers of grid computing form start-up The researchers who spawned the idea of grid computing will launch a company Monday to commercializ,e
"UPDATE: Casino Moguls Ho, Packer Roll Dice On Asia Deal SYDNEY (Dow Jones)--Unable to repel an invasion of foreigners into the once tightly-controlled Macau gaming market, casino baron Stanley Ho has joined forces with Australia", 
"Big Apple sweet to Lee, Cubs The ghost of Tommie Agee hovere",d
"The Cubs will never exorcise the demons of , when ",t
Fannie Mae to expand securities disclosur,e
"Jimenez victorious at Omega Hong Kong Open Spaniard Miguel Angel Jimenez claimed his fifth title of the year when he outgunned Padraig Harrington of Ireland and South African James Kingston to lift the US\$, Omega Hong Kong Open by one stroke after a thrilling final", 
Turkey Pushes Ahead With Improvements (A,p
"Pirates! Ships! It #;s unfortunately not the next Uncharted Waters game, but the remake ",o
Atari an,d
All things possible for McDermott MILTON -- If you could build a prototype Mansfiel,d
Ontario Budget Deficit Is Unch,a
Billion (Update) Ontario Finance Minist,e
"MP, hints of delay for PlayStation ",p
Lehman Forks Out \$ Million to Enron Shareholders Lehman Brothers ,(
Today's sched,u
Toront,o
"Camden at Holman Stadium, Na",s
"Buffalo at McCoy Stadium, Pawtucke",t
New Britain, 
"New Haven at Campanelli Stadium,", 
"Consumer Spending Was Flat in August Consumer spending was flat in August even though incomes rose, the Commerce Department reported yes",t
Won't Someone PLEASE Think of the Bytes!? \\I was wondering today how many terabytes could have been saved over the years if\URLs would automatically base their integ,e
Thats a  sav,i
Bringing the Funk Tour veteran Fred Funk shares the lead with roo,k
"MLB, ",d
Talk Major League Baseball negotiators held day-long sessions with Dist,r
Oracle extends offer for PeopleSoft again Oracle #;s hostile bid to acquire rival enterprise softw,a
Samsung Introduces Phone With Hard Drive swight writes  quot;It is being reported that Samsung has shown what it claims is the world #;s first mobile, 
Kerry Warns of Privatized Social Security WASHINGTON - Massac,h
John Kerry accused President Bush on Sunday of planning a surprise second-term effort to privatize Social Security a,n
"Sanneh: A vital Crew member Despite a complicated injury to his back and pelvis that kept him out of action for most of the - campaign, the US National Team defender played well du",r
"Youkilis, McCarty go on DL A season of extraordinary medical adversity posed yet another series of challenges yesterday for the Red Sox as Kevin Youkilis and David McCarty joined the likes ",o
Wal-Mart Posts Weak ,s
"US retailer, on Thursday posted weak November sales and gave its lowest monthly forecast in  months for December as high oil prices c",r
"Kathmandu hit by  #;rebel #; blasts Suspected Maoist rebels in Nepal have set off two bombs in Kathmandu, on the third day of a blockade of the ca",p
"Sudan #;s Government Promises to Stop Darfur Offensive African Union (AU) mediators at Darfur peace talks in Nigeria are trying to have rebel groups end their boycott, after receiving assurances from Sudan #;s government it will stop its ",o
HOPKINS SETS THE PACE John Hopkins caused a surprise by claiming provisional pole position this morning for the Japanese ,g
"The Suzuki rider, who has endured a m",e
Healthy-scratch Hu,l
"PAUL, Mi",n
Stocks B,o
Update : Euro Hits -Month High Against the Dollar The euro hit an eight-mont,h
SEC Rules ,e
The B,a
Novell restructures away from NetWare N,o
Opec re,s
"Deaths from bird flu THERE have been three new deaths from bird flu in Vietnam, the World Health Organisation says, raising fears of a fresh outbreak of the disease in South East Asi",a
Microsoft gives businesses ,m
Customers who wished to avoid having systems updated while t,h
Merck Shares Plunge on ,v
Birding Column: Backyard ,b
Schumacher singing in the rain Michael Schumacher again proved his supremacy in the rain by splashing his way through to the fastest time in the ,p
Yankees Unlikely to Get D-Rays Forfeit (AP) AP - The New York Yankees asked the commissioner's office to award them a ,f
It was a, 
"USC, Oklahoma in Contro",l
Oklahoma i,n
S Korea sees trouble ahead on ,n
Korea nuclear talks South Korea is sceptical about reaching a substantive agreement at the next round of six-party ,t
Asteroid ,(
"Typhoon set to hit southern Japan A powerful typhoon was poised to strike the southwestern Japanese island of Kyushu on Monday, threatening large a",r
Putting Linux on notice roundup Large-scale Linux users could find themselves in a costly, 
"Nokia Raises Outlook, Shares Up (Reuters) Reuters - Mobile phone maker Nokia raised its\third-quarter sales and earnings forecasts on Thursday on the\back of strong market demand, reversing a recent spate of grim\out",l
Ortiz Earns Red Sox Series Sweep of Angels  BOSTON (Reuters) - David Ortiz's two-run homer in the  bottom of the th inning gave the Boston Red Sox an - win  over the Anaheim Angels and a three-,g
Update : Ex-Enron Assistant Treasurer Is Charged A former assistant treasurer Enron C,o
More on Microsoft #;s new anti-piracy programme particularly in the Far East and Eastern Europe - that they would rather give away copies of ,w
Airespace partners w,i
Arizona Diamondbacks Team Report - September  (Sports Network) - The Arizon,a
"PalmOne, Microsoft Set E-Mail Software Pac",t
Customer Surge at Hawaii Wal-Mart Opening (AP) AP - Wal-Mar,t
State reduces stake in Air France The French governmen,t
"Blackburn names Hughes new coach London, England (Sports Network) - Blackburn named Welsh national team coach Mark Hughes its new boss ",w
Brit deal  #;one year ,o
Minardi #;s Paul Stoddart said an eleventh hour teams #; agreement ,t
Tentative Deal Is R,e
Drug Sentences Negotiators reached a, 
Nelson Roc,k
"UK in  #;war of words #; with Charles LONDON: British government and Prince Charles are locked in an unprecedented, public war of words over the rights a",n
Astros turn to Oswalt for crucial game SAN FRANCISCO - Roy Oswalt will have to overcome a rib injury and Barry Bonds to becom,e
Cingular Reach,e
China Aviation seeks rescue plan Collapsed jet fuel supplier China Aviation Oil launches a rescue plan after running up \$,m
"Sainz To Miss Rally Australia Carlos Sainz and co-driver Marc Marti have pulled out of this weekend #;s Rally Australia, the final event in the World Rally Championship -", 
"Peoplesoft Partners Shocked, Thrilled Company founder and former ",c
"Solution providers, while shocked at Conway #;s unexp",e
Qwest rides VoIP train to new destinations The local phone giant is ready t,o
Jaguar workers vote against strike Jaguar workers del,i
Conway's golden handshake PeopleSoft's ousted CEO walks away with a severa,n
"AOL Files First Spim Lawsuit Iphtashu Fitz writes  quot;CNet News is reporting that  major internet providers - AOL, Earthlink, Microsoft, and ",y
Uncert,a
Connexion by Boeing partners with iPass The agreement with Connexion by Boeing will give iPass customers Wi-Fi access while flyi,n
Gators Bemoan Coach Ron Zook's Firing (A,p
It didn',t
Microsoft plots next Office release for ' or ' A Microsoft vice president confirmed this ,w
Sears Share,s
N target=/stocks/quickinfo/fullq,u
N&lt;/A&gt; shares  jumped as much as  ,p
"N target=/stocks/quickinfo/fullquote""&gt;VN",o
N&lt;/A&gt; said it r,a
Decline hits North Am,e
Petsmart Ea,r
"O target=/stocks/quickinfo/fullquote""&gt;",p
"O&lt;/A&gt;, the ",t
"Turkish Hostages Freed in Iraq BAGHDAD, Iraq - The chairman of a Turkish construction company whose employees were released by kidnappers said Tuesday his firm will not withd",r
Ten employees o,f
"Magic Thrash the Raptors - (AP) AP - Scoring  points means a win almost every time, but", 
"Vodafone, Opt",u
"HP #;s new offerings expand ILM portfolio New releases of disk, tape and optical storage technologies, and enhanced ",i
"Kuwaiti, Italian officials urge release of hostages in Iraq Kuwaiti and Italian officials on Monday urged the release of two Italian female hostages kidna",p
"Microsoft To Sell Win XP Starter Edition In Russia Garabito writes  quot;Cnet reports that Microsoft plans to distribute in Russia the low-cost, stripped-down version of Windows XP,", 
"Oil  Drops, Markets Climb The Dow Jones industrials shot up more than  points Wednesday, enjoying one of its best days of the year a",s
Martha Stewart Asks Judge Jail Me Now (Reuters) Reuters - Lifestyle guru Martha Stewar,t
"NY, NY: Randolph", 
"After falling short nearly a dozen times, he finally was a major l",e
Anderson Hoping for Happier Times for Scotland Russell Anderson claims he relishes every opportunity to pull on a Scotland jersey - even though he, 
"Brit GP talks  #;back on Talks about the embattled British grand prix are back on, BRDC chief executive Alex Hooton has re",v
"A few days ago, F supremo Bernie Ecclestone said he", 
Linux guide designed for developing nations The manual is intended to increase open-source usage among the  IT projects sponsored by the United, 
Afghan elections ,-
"Yet, on the last day of campaigning Wednesday, the threats from the Tali",b
First Look: \$ Video Editing Apps Square ,o
Parmalat judge to open hearings A Milan judge on Tuesday opens hearings into whether to p,u
Opposing Views of Sage Grouse Danger The panel that made the recommendation that the greater sage grouse was in no immediate danger of extinction was provided with two competing reviews of the availab,l
Glum US shoppers push dollar down An unexpectedly weak reading for US consumer confidence pushes the dollar to a fresh low aga,i
"Thirst, Fear and Bribes on Desert Escape from Africa (Reuters) Reuters - Customs officers in this dusty\Saharan town turned a blind eye as yet another creaking truck\piled with grain, ",s
Anti-terrorism ads delayed by Labor: PM Prime Minister John Howard has accused Labor of holding up the release of new anti-terrorism advertisements urging Australians to be more safety consciou,s
Yahoo buys Bloomba; plans Chennai operations Internet major Yahoo Inc will have a -member high-skilled software professional tea,m
Briefly: IBM releases low-,c
Sun lures Siebel t,o
Apple issues Mac O,s
"Survivors rescued after  days MANILA, Phil",i
Layovers getting longer as US airlines struggle The scramble by ,b
The typi,c
Dollar recovers on denial of Chinese sell-off The dollar rallied from new lows in European morning ,t
"Postseason issues begin to surface As he says he does each week this time of year, Texas coach Mack Brown sat down with his team Sunday and explained where it stands in terms of qual",i
Fannie Mae to, 
Green Queen Urges Action on Climate Change On the second day of her ,s
Update : Food Stocks Mixed on Campbell, 
Williams Lifts Yankees Bernie Williams hits ,a
"Newcastle sack manager Robson Newcastle United Football Club has sacked Sir Bobby Robson, the oldest manager in the English ",p
"Bristol plans to move , to open source Bristol City Council could begin one of the UK #;s biggest roll-outs of open source desktop applications if a proposal to adop",t
Wal-Mart enhances mainland presence US retail giant Wal-Mart Stores Inc plans, 
"Joe Hatfield, president of Wal-Mart Asia, revealed the news at a press conference ye",s
Oil bonanza boosts Saudi finances Saudi Arabia is se,t
"Vlad beaned in head during Angels game Anaheim, CA (Sports Network) - Anaheim Angels outfielder Vladimir Guerrero wa",s
Credit card costs buried in the fine print If you have a credit card with a vari,a
Microsoft Files More Spam Suits New lawsuits include one against a Web hosting company that called itse,l
Granville crushes Czech LAURA GRANV,i
SGI and Nasa Claim Supercomputer World Record Silicon Graphics Inc and Nasa can claim to have created th,e
Study: HP is world #;s top chip buyer ZDNet #;s survey of IT profess,i
Follow along as ESPN The ,m
"Nokia Profit Off in Quarter; Handset Price Cuts Cited Nokia said on Thursday that its third-quarter profit was higher than many analysts had forecast, but still", 
Innovation isn't th,e
"Whatever the problem -- slower growth, global competition, fewer", 
"Crude futures hover around \$ mark Singapore: Crude futures stayed close to the US\$ mark in Asia today, amid renewed fears that heating oil su",p
A giant win for Redskins LA,n
The Wa,s
"The big moment occurred with  seconds left in the first half of yesterday's rout of the New York Giants, when tight end Robert Royal caught Pat",r
Royal's first career touchdown gave the Redskin,s
Nervous Democrats link Kerry's debate fortunes with their own (AFP) AFP - Anxious Dem,o
"Bush, as they nervously ",p
"A Small New York School, Focused on", 
Slight Rise i,n
September #;s rise follows ,a
"Have Blood, ",w
Bucs Release Schroeder and Gramatica (Reuters) Reuters - The Tampa Bay Buccane,e
"Internet Drug Exporters Feel Pressure in Canada The industry has run into regulatory, political and economic pressure",s
Muslim envoys off to Baghdad in bid to free British hostage (AFP) AFP - Britain's l,e
Cendant To Bu,y
"Billion SEPTEMBER ,  -- Cendan",t
Newest Ad,-
Repairs t,o
House Backs  #; Bln Homeland Security Bill (Reuters) Reuters - The House of Representatives on\Saturday passed a  #; billion bill funding homeland security\programs this year after days of politic,a
Winky Wright Now Looking t,o
After beating Mosley a second ti,m
Wright pronounced himself one of boxing's elite contenders Saturday night after beating Mosley in a rematch and holding, 
"It was a narrow win not decided until the final round, but Wright immediately began campaigning for even bigger", 
Spectator, 
Staley questionable, 
Philadelphia It appears Duce Staley won #;t get ,a
"Staley, the third-leading rusher in", 
Greek athlete fails test A spokesman for Greece's Olympic team con,f
JFK Assassination Video Game Technology brings a whole new light to histor,y
Technol,o
Technology brings a whole new light to h,i
Hamilton's career, 
"Group Releases Mouse Brain Genome Data (AP) AP - The Allen Institute for Brain Science has released a major chunk of data from its mapping of the mouse brain genome, hoping the information will help researchers underst",a
Vaughan wary of Zimbabwe tour Michael Vaughan is hoping that England #;s tour of, 
Jordan #;s Kin,g
"Just say No(tre Dame) TONY Rice? Who is he? Tim Brown? He #;s that old receiver the Raiders cut loose, right? Ara", 
What happened to their dominant defe,n
KING/ owner Belo plans to c,u
Fall guys are up to their old tricks AN,a
Macedonians to vote on rig,h
Paper: Sirius Pricey Despite Howard Stern  NEW YORK (Reuters) - Shares of Sirius Satellite, 
O target=/stocks/quick,i
O&lt;/A&g,t
Verizon Wireless Won #;t Oppose Nextel Swap Verizon Wireless on Tuesday withdrew its opposition to a plan that would give Nextel Communications ,i
"O: Quote, Profile, Research) valuable new wireless ",a
Grieving Sloan Has Team to Lean On Utah Jazz Coach Jerry Sloan is copin,g
"All Russian tennis final There are no US players left in either singles draw, with Jennifer Capriati and Lindsay Davenport being bundled out ",i
"Loeb cruises to victory in Australia PERTH, Australia -- World champion Sebastien Loeb (Citroen) cruised through the final day to clinch", 
National Semiconductor to Sell ,i
"UN forces and Haitian police clear barricaded quarter  October  - United Nations peacekeeping forces, together with Haitian National Police, have cleared the streets of Bel Air, a poor area of the Caribbean country #;s capital, Port-au-Prince, ",w
BHP Billiton Approved \$m Copper Project in Chile BHP Billiton today announced the approval of the US\$ million Spence Copper Pro,j
"The project will have a designed capacity to produce ,", 
"Mbeki on Ivory Coast peace trip BOUAKE, Ivory Coast -- President Thabo", 
Wind turbines coming, 
Don #;t Blame Berti - Brown Former Scotland manager Craig Brown insists Berti, 
The future of the German is the subject of intense spe,c
"Ransom Payments Seen Fueling Iraq's Hostage Crisis  BAGHDAD (Reuters) - The release of two Italian aid workers  in Iraq has raised hopes other hostages may soon be freed, but  reports that a large ransom was paid", 
Losing Takes Its Toll Hometown boy Jim O'Brien has fo,u
"With three new starters, the ers are scuf",f
Australia crush India despite late resistance BANGALORE: Australia have crushed India by  runs in the first cricke,t
Australia dismissed India for  in their second innings  minu,t
"Barrichello takes pole for F #;s Brazilian GP The hometown favorite won the pole position at the Formula One Brazilian Grand Prix in Sao Paulo, Brazil, after the seven-time ",w
Philippine Shares End High,e
Australi,a
Clear Channel tunes in Fox News as primary news provider Clear Channel Radio has inked a five-year deal to have Fox News Radio serve as its primary national news service for more than , 
Pass Along Your Digital Music (PC World) PC World - New music sharing network allows users to amass points by referring buye,r
Kidnappers free Brazilian soccer star #;s mom SAO PAULO - Kidna,p
Video phone help for deaf, 
Forces Turn to Iraqi Cities Beyond Fallujah As fighting winds down in a Fallujah returned by overwhelming force to the sovereignty ,o
Mobile Carriers Move to Put Their Names on More Phones United States cellphon,e
War on landmines 'shows ,s
"Faruk talks to wife, brother after release Bangladeshi truck driver Abul Kashem Faruk, who was freed by Islamic Army of Iraq (IAI) Thursday, talked to his family over telephone and the government confirmed his release yes",t
Stocks to Hold, 
HP updates Openview to meet business needs Hewlett-Packard will use this week #;s Software Universe conference in Madrid to announce a revamp of its Openview enterprise syst,e
Titans not worried about Ivan ch,a
They #;re to,o
"Spears Weds Fiance in Surprise Ceremony LOS ANGELES - Pop singer Britney Spears married her fiance, dancer Kevin Federline, i",n
HP drops Itanium workstation line It was obvious that the one-two punch of Opteron and then Intel #;s adoption of x- would spel,l
DreamWorks Draws a Crowd DreamWorks A,n
South Korea boosts North security after fence cut SEOUL: South Ko,r
Jenkins may be lost for season CHARLOTTE -- Just when it seemed the Carolina Panthers ,#
Sharman witness: Tech can protect copyright Sharman Networks has called former Napster expert witness Justin Tygar to give his testimony during the ongoing trial agains,t
Two-year Bluetooth roadmap l,a
Schilling Gets t,h
IMF Raises Outlook on Russi,a
Expulsion near for aid officials inside Sudan The government of Sudan is, 
Dell launches Axim X and Xv Dell has u,p
The new Axim h,a
NBA ROUNDUP Raptors Rally Late With ,c
"With Vince Carter playing the worst basketball of his career, Lamond Murray picked up ",t
Murray scored all  of his points in the fo,u
"After Blogs Got Hits, CBS Got a Black Eye Scott Johns",o
"By the time he got to his Minneapolis office,", 
Jack in the Box Profit Surges  Percent SAN DIEGO - Jac,k
Mitsubishi crashes into the red ,j
"Fresh Ulster bid by Blair-Ahern LONDON: The British and Irish prime ministers, Tony Blair and Bertie Ahern, made a new push yesterday to secure a power-sharing deal between the two largest and most hard-line part",i
Mitsubishi Injects Cash Into UFJ ,(
Australian Ro,g
"Rogers, , completed", 
Agere ,p
"N: Quote, Profile, Research) on Tuesday posted a fiscal fourth-quarter loss as the communications chip maker #;s revenue declined and it took hefty charges for restructur",i
"Bush's Reserve Resignation Cited 'Inadequate Time' (Reuters) Reuters - President Bush, accused by Democrats of\shirkin",g
Nokia Demos Mobile Call Using, 
"Saturn probe may reveal key to life A space probe headed for Saturn #;s largest moon, Titan, is", 
Nazi murder suspect on trial An ex-Nazi commander accused of  massacres in Slovakia goes o,n
Sinop,e
India plans major sale of oi,l
Oil m,i
Woolworths ordered to extend ALH takeover deadline An independent takeovers panel has headed off Woolworths #; attempts to force a resolution in the takeover battle for liquor retailer Australi,a
"New law of the jungle BRITISH football has come a long way since the early Eighties, when racism was rife among fans, especially in England where chanting mobs got away with flinging bunches of bananas at Liverpool player ",j
"Bombings at Two Buenos Aires Banks Kill  Homemade bombs exploded in two Buenos Aires banks Wednesday, killing a security guard, police", 
Cards rout ,l
Louis Cardinals Larry Walker follows through on his third inning home run against the Los Angeles Dodg,e
Sachin In Sq,u
The Bambino strikes again Of the roughly  people who filled the large auction ,h
"Althea Gibson Honored in Open Tribute (AP) AP - For more than half her life, Zina Garrison heard the same advice from Althea Gi",b
NVidia to power Sony #;s Playstation  Sony and nVidia are to co-,d
The chip will be used in nVidia #;s GeForce cards which will power forthcoming consumer devices ,f
Japan puts off royal wedding announcement after ,f
EU launches another probe into M,i
Voller: My resignation best way of helping Roma The German offered his resignation immediately after Saturday #;,s
Nortel hints it won #;t, 
"Wigley makes clean break from Southampton Wigley had been under intense pressure at St Marys since replacing Paul Sturrock at the start of the season, with his position as head coach being questioned in the ",w
Zvonareva upset at Filderstadt behind  double faults Vera Zvonareva #;s bid to join four of her Russian compatriots in the top  of the WTA Tour rankings was slowed Tuesday at the Porsche Grand Prix when she double faulted  times in a loss to Elena Likho,v
Yankees #; home runs jolt Jays TORONTO - H,o
Trial Letdown Hits Possis Medical Disappointing trial data regarding the A,n
Powerful earthquakes in Japan kills  A,t
EU downgrades  growth for,e
Microsoft Ready to Comply if Appeal Los,t
"Motorola to Cut , Jobs,", 
Motorola is completing a spinoff of its ch,i
A Hitch in Offering Online Prices Travel sites want ,t
But is cost t,h
Resource st,o
Australia Risks Asian Ire with Long-Range Missiles (Reuters) Reuters - Australia plans to create what it\believes will be the most lethal force of fighter jets in\Sou,t
Dollar Firm After, 
Data  TOKYO (Reuters) - The doll,a
Cingular Closes \$ Bln ATT Wireless Deal Cingular Wireless on Tuesday closed its \$ billion cash purchase of AT amp;T Wireless S,e
John Player to lay off  workers The tobacco firm John Player  amp; Sons has announced plans to lay off , 
The company said it was planning a phased closure of the factory between n,o
NCAA Game Summary - TCU at Louisville Louisville,","
EIGHTH IS EASIEST Swimmer Michael Phelps might have turned in his most wonderfully uplifting performance of the Olympics last ni,g
And he didn, 
"Forces secure area While Toby Keith wailed country and western, and Gillette Stadium sizzled with excitement, Captain Rick Maloney stood at his post, a machine g",u
Guns trained on Mosul US forces and Iraqi units last night were preparing to storm rebel strongh,o
Sarkozy defends French backing for Alstom CBI director general Digby Jones yeste,r
Blackhawks winningest head coach Billy R,e
He wa,s
KMPG Agrees to Pay \$ Million to Settle Suit The a,c
Pacers' Foster to Miss Fo,u
League setup aids Big Ten ,i
Minnesota trying to become the seventh Big Ten member to earn a ,b
Bothe,l
Sadr Militia to Disarm Under Iraq Peace Deal  BAGHDAD (Reuters) - A Shi'ite militia led by Moqtada  al-Sadr will start to disarm in Baghdad from Monday following a  deal reached on Saturday with Iraq's interim governme,n
J J to Buy Guidant for, 
Billion  NE,w
"Tropical storm kills over  in Haiti PORT-AU-PRINCE: Floods unleashed by Tropical Storm Jeanne ravaged Haiti, killing more than  people in t",h
"Woods leads Dunlop Phoenix MIYAZAKI - Tiger Woods, playing in Japan for the first time in two years, got off to a strong start Thursday as he shot a -under",-
"Brady, Dillon provide touchdowns KANSAS CITY -- The Kansas City Chiefs were supposed to have enough weapons to beat the New ",e
"Bombs Hit Three Argentine Bank Branches, One Dead &lt;p&gt;&lt;/p&gt;&lt;p&gt; BUENOS AI",r
PeopleSoft Rolls Out Upgrade Incentive Program PeopleSoft wants its customers to get  quot;aggressive quot; with software upgrades to increase efficiency and c,o
In the context of current corporate maneuvering, 
Creatin,g
Conne,c
International  Rashad Anderson scored  points and Hilton Armstrong had a career,-
Connecticut cruised to a, 
Argentina Co,m
Manu Ginobili scored  points to lead his natio,n
Baptism of Eli passes QB test Half the world expects Eli Manning to be the next Pe,y
The other half onl,y
Washington list shrinks Boston College football coach Tom O'Brien yesterday e,m
"Colombia Deploys , Troops for Bush (AP) AP - The Spanish colonialists who fortified this Colombian seaport  years ago to guard against pirates and rival imperial powers could only have", 
"Penalties, turnovers cost Panthers When the Carolina Panthers #; coaches look at the final stats from Sunday #;s game against the ",a
Japan pro,b
Octobe,r
KAZINFORM quotes R,e
Fanni,e
Knicks done in by defense He stood in the corner of a quiet locker room after last night #;s - loss to the Memphis Grizzlies at the FedEx F,o
Goosen Overtakes Woods at the End A clutch shot and flawless performance by US Open champion Ret,i
A rare collapse by Tig,e
In a fitting end to the PGA, 
Owen hails his best week at Real Madrid Michael Owen hailed his best week so far at Real Mad,r
Vitual, 
For \$ (or so)\you can send a flower to a girl who you haven't yet me,t
Bush ,s
Bush sharpened his jabs against Democratic challenger John Kerry,","
"Pedal to the medals Vouliagmeni, Greece - The sec",o
Can You Live with Windows XP SP? Service Pack  (SP) for Microsoft Windows XP is ,e
"Crematory operator may get  years A former crematory operator accused of dumping  bodies, including those of Tennesseans, and passing off cement dust as their ashes has str",u
Stocks Edge Lower As Oil Prices Climb Stocks edged lower Wednesday as investors weighed rising oil prices against a pair of government reports that gave a mixed p,i
"Linux standard gains big-name backers A number of software makers and well-known IT vendors have agreed to endorse the Free Standards Group #;s latest Linux standard to help create common ground for companies building open-source technologies, the organizati",o
NASA Prepares to Spy on a Sat,e
The Cas,s
Browns (-) at Cowboys (-) Last meeting  It #;s the ,f
Players to watch  Jeff Garcia showed he still kno,w
AS Roma feels sting of UEFA sanctio,n
"Iran prepares uranium for enrichment Iran has confirmed that it has begun processing uranium to prepare it for enrichment, reports Voice of America adding ",t
"Mac OS X Update Fixes Some Problems, Creates Others (NewsFactor) NewsFac",t
"The software release,", 
NASA delays shuttle #;s spring  launch date HOUSTON NASA has put off the first shuttle flight since the Columbia disas,t
PeopleSoft spurns latest Oracle off,e
Stem Cell Debate Hits Senate A committee hears testimony on the possible usefulness of stem cells, 
By Kristen, 
China to Impose Tariffs on Some Textiles (Reuters) Reuters - China will impose tariffs on some\textile exports in a move that may ease frictions with the\United States and others over an expected flood of Chinese\products on world ma,r
Susilo prep,a
"Lufti,", 
"Spanish Catholics attack plans for same-sex marriage The Catholic church in Spain yesterday attacked government plans to legalise gay marriage, saying it would be like releasing a  quot;virus quot; in",t
Pageantry Planned for Bush Inauguration (AP) AP - Wh,e
"Capitol, the White", 
Computer: IBM #;s shoe-box sized system IBM wants to topple the world #;s leader in computer storage technology with a new shoe-box sized disk system, 
Office Dep,o
N target=/stocks/quickinfo/fullquot,e
"N&lt;/A&gt; is  making over its brand, appealing to small business customers  who still find it hard to disting",u
EU force takes over Bosnia role A European Union force has taken over peacekeeping in Bosnia from NATO for a,n
"Botswana election results delayed Results from Botswana #;s parliamentary election on Saturday will emerge later than expected, officials said on Sunday, but ",t
Ready mixed fortunes RMC Group wa,s
"In , Ready Mixed Concrete of Australia reversed into its UK riva",l
"India-Pakistan talks conclude with claim of progress on Kashmir NEW DELHI: The foreign ministers of India and Pakistan concluded talks Monday, declaring that the South Asian rivals had made significant progress in impr",o
Federal judge stays ruling in UPS case SAN FRANCISCO -- A federal judge on Monday stayed his own ruling that UPS must give deaf and hearing impa,i
"Sprint to Cut Jobs, Sees Non-Cash Char",g
"N: Quote, Profile, Research) on Friday said it plans to cut up to  jobs as it realigns its business to focus on wireless and Internet services and takes a non-cash network impairment c",h
"Senate Mulls Whether Goss Should Head CIA WASHINGTON - Even as Congress revamps the nation's intelligence network, lawmakers appear intent on getting a new CIA chief in offic",e
President Bush's c,h
Nigeria hits Shell, 
Final Round in Cable-ISP Fig,h
Pakistan deals b,i
Another, 
ISLAMABAD - Two key Al-Qaeda members were killed by security forces over th,e
"US Judge issues restraining order on Yukos unit auction NEW YORK, Dece",m
Microsoft boosts BI (In,f
"Verizon, Qwest Ask Court to Block Rules Verizon and Qwest asked a federal court to block temporary rules forcing the companies to lease phone", 
Hurricane Charley's Force Took Experts by Surprise By MARCIA DUNN , 
Sri Lanka defeats Zimbabwe LONDON: Sri Lanka survive,d
Harris Takes the Field Cornerback Walt Harris suits up for his first full practice as a Redskin on Monday after missing minicamp and the first two weeks of training ca,m
Netanyahu Calls for, 
"Game at Clemson marred by brawls Clemson #;s college football game with rival South Carolina was interrupted in the second half when a fight involving several players erupted, sp",r
HP must open source Tru goodies - users &lt;strong&gt;Letters&lt;/strong&gt; DEC/Compaq hands ,i
Judge's decision means uncertain future, 
When he stands before the crowd at this year's Connect gathering lat,e
ICC monitoring developments as England stay in SAfrica The International Cricket Council (ICC) is continuing to monitor develop,m
